Cust_ID,Date,Inv_no,inv_amt
4111024,13.05.2022,3315,119.48
411196,13.05.2022,3316,54.90
411196,13.05.2022,3324,109.60
411177,13.05.2022,3319,8.16
411336,13.05.2022,3320,190.00
411590,13.05.2022,3322,33.60
411013,13.05.2022,3328,39.00
411072,13.05.2022,3330,76.80
411083,13.05.2022,3331,5.76
411207,13.05.2022,3334,247.94
411018,14.05.2022,3357,1.92
4111238,14.05.2022,3340,61.70
411336,14.05.2022,3342,12.00
411336,14.05.2022,3350,5.88
411590,14.05.2022,3344,57.60
411291,14.05.2022,3346,12.00
411207,14.05.2022,3351,85.72
411207,14.05.2022,3362,23.40
4111823,14.05.2022,3354,8.20
411868,14.05.2022,3355,7.80
411660,14.05.2022,3363,17.00
411237,14.05.2022,3367,86.65
411237,16.05.2022,3373,11.25
4111197,16.05.2022,3391,19.67
411375_ks,13.05.2022,2129,56.10
411846_ks,13.05.2022,2130,11.16
411882_ks,13.05.2022,2131,68.52
4111186,13.05.2022,2133,85.00
411428_ks,13.05.2022,2141,51.25
411428_ks,13.05.2022,2126,67.00
411780_ks,13.05.2022,2143,17.80
411343_ks,14.05.2022,2152,78.00
411780_ks,14.05.2022,2153,77.50
4111786,14.05.2022,3361,84.60
411188,16.05.2022,3370,37.20
411532,16.05.2022,3371,423.20
411237,16.05.2022,3400,23.20
411248,16.05.2022,3374,53.00
411248,16.05.2022,3377,51.70
411248,16.05.2022,3396,6.00
4111671,16.05.2022,3375,40.44
4111271,16.05.2022,3376,103.16
4111271,16.05.2022,3402,14.40
411083,16.05.2022,3384,7.00
4111799,16.05.2022,3387,335.10
411853,16.05.2022,3388,149.60
411853,16.05.2022,3389,9.60
411016,16.05.2022,3390,47.60
411106,16.05.2022,3392,135.76
411106,16.05.2022,3401,20.00
411207,16.05.2022,3393,114.70
411216,16.05.2022,3394,9.24
411013,16.05.2022,3395,9.50
411013,16.05.2022,3403,67.60
411399,16.05.2022,3397,29.51
411221,16.05.2022,3398,6.40
4111238,17.05.2022,3419,57.60
411216,17.05.2022,3405,45.96
411074,17.05.2022,3409,-2.50
411193,17.05.2022,3410,-28.00
411193,17.05.2022,3423,34.40
411193,17.05.2022,3428,107.00
411734,17.05.2022,3413,26.40
411188,17.05.2022,3414,36.00
4111671,17.05.2022,3415,34.27
4111671,17.05.2022,3416,15.72
4111671,17.05.2022,3427,34.54
4111271,17.05.2022,3417,57.75
4111271,17.05.2022,3438,24.59
4111717,17.05.2022,3420,25.18
4111901,17.05.2022,3421,44.00
411660,17.05.2022,3422,328.80
411207,17.05.2022,3424,113.10
4111906,17.05.2022,3433,40.12
411590,17.05.2022,3435,60.60
411291,17.05.2022,3436,54.00
4111799,17.05.2022,3441,249.80
4111402,17.05.2022,3442,47.90
411863,17.05.2022,3443,180.00
411780_ks,16.05.2022,2165,43.00
411780_ks,16.05.2022,2185,22.50
411268_ks,16.05.2022,2166,83.30
411268_ks,16.05.2022,2190,160.00
411836_ks,16.05.2022,2173,75.20
4111602_ks,16.05.2022,2177,13.60
4111232_ks,16.05.2022,2181,92.90
411343_ks,16.05.2022,2188,24.00
411340_ks,16.05.2022,2199,33.08
411271_ks,17.05.2022,2184,57.45
411271_ks,17.05.2022,2234,368.00
411934_ks,17.05.2022,2201,25.80
411596_ks,17.05.2022,2205,176.12
4111463_ks,17.05.2022,2207,75.98
4111463_ks,17.05.2022,2220,20.50
411268_ks,17.05.2022,2215,39.00
411780_ks,17.05.2022,2217,36.40
411972_ks,17.05.2022,2223,11.74
411836_ks,17.05.2022,2233,134.00
4111271,18.05.2022,3448,54.10
411216,18.05.2022,3450,46.67
411216,18.05.2022,3464,56.20
411346,18.05.2022,3455,54.20
411193,18.05.2022,3456,7.00
411193,18.05.2022,3476,7.00
4111717,18.05.2022,3458,20.49
4111671,18.05.2022,3459,29.54
411853,18.05.2022,3460,39.20
411647,18.05.2022,3462,84.50
411248,18.05.2022,3463,26.50
411074,18.05.2022,3465,29.40
411074,18.05.2022,3477,24.00
411074,18.05.2022,3479,3.30
411590,18.05.2022,3468,29.00
411207,18.05.2022,3469,148.20
411013,18.05.2022,3471,30.00
411472,18.05.2022,3472,88.60
411177,18.05.2022,3473,11.40
4111888,18.05.2022,3475,20.66
411321,18.05.2022,3478,22.30
411780_ks,18.05.2022,2236,32.82
411780_ks,18.05.2022,2241,216.00
4111154_ks,18.05.2022,2240,24.00
411428_ks,18.05.2022,2250,63.00
411271_ks,18.05.2022,2253,34.00
411786_ks,18.05.2022,2254,78.24
411280_ks,18.05.2022,2258,37.96
411630_ks,18.05.2022,2259,145.00
411836_ks,18.05.2022,2260,87.00
411493_ks,18.05.2022,2263,290.00
411660_ks,18.05.2022,2264,896.25
411268_ks,18.05.2022,2265,59.70
411177,19.05.2022,3505,-7.80
411207,19.05.2022,3500,148.70
411207,20.05.2022,3510,252.00
411248,19.05.2022,3483,116.00
411248,19.05.2022,3502,30.50
411660,19.05.2022,3484,24.00
411321,19.05.2022,3485,14.70
411321,19.05.2022,3491,18.50
411216,19.05.2022,3486,29.28
411216,19.05.2022,3496,9.36
411106,19.05.2022,3487,115.51
411868,19.05.2022,3488,17.22
411064,19.05.2022,3489,3.31
411346,19.05.2022,3490,40.47
411446,19.05.2022,3494,77.50
411863,19.05.2022,3498,20.90
4111651,19.05.2022,3501,117.20
411193,19.05.2022,3503,34.20
411248,20.05.2022,3528,35.84
4111572_ks,19.05.2022,2271,149.60
4111195_ks,19.05.2022,2276,112.60
411872_ks,19.05.2022,2279,114.00
411780_ks,19.05.2022,2280,82.70
4111356_ks,19.05.2022,2286,50.00
411428_ks,19.05.2022,2287,28.00
4111154_ks,19.05.2022,2289,161.90
4111232_ks,19.05.2022,2290,72.90
411207,20.05.2022,3518,-49.15
411207,20.05.2022,3532,165.50
411064,20.05.2022,3508,69.50
411196,20.05.2022,3531,145.98
411196,20.05.2022,3535,441.30
411221,20.05.2022,3512,28.00
411221,20.05.2022,3543,10.10
411257,20.05.2022,3513,455.00
4111906,20.05.2022,3515,24.00
4111906,20.05.2022,3524,15.00
4111271,20.05.2022,3519,18.70
4111271,20.05.2022,3525,28.05
411216,20.05.2022,3520,41.64
411216,20.05.2022,3526,210.95
411193,20.05.2022,3527,2.65
411863,20.05.2022,3529,191.60
411868,20.05.2022,3537,22.68
411868,20.05.2022,3538,171.48
411188,20.05.2022,3541,95.60
411780_ks,20.05.2022,2291,30.80
411780_ks,20.05.2022,2297,70.30
411780_ks,20.05.2022,2311,19.60
4111154_ks,20.05.2022,2292,29.00
4111454_ks,20.05.2022,2303,15.50
411268_ks,20.05.2022,2310,101.70
411428_ks,20.05.2022,2312,58.70
411836_ks,20.05.2022,2313,12.60
4111662_ks,20.05.2022,2293,38.40
411377,21.05.2022,3555,17.10
411377,21.05.2022,3554,26.70
411863,21.05.2022,3550,55.00
411196,21.05.2022,3551,69.50
411196,21.05.2022,3553,9.60
411196,21.05.2022,3565,78.60
411196,21.05.2022,3568,12.80
411336,21.05.2022,3559,87.48
411336,21.05.2022,3560,44.84
411336,21.05.2022,3561,65.44
4112030,21.05.2022,3564,795.00
411016,21.05.2022,3567,63.95
4111271,21.05.2022,3572,27.00
411207,21.05.2022,3574,191.00
411237,21.05.2022,3575,105.90
411013,21.05.2022,3577,8.50
411408,21.05.2022,3578,12.30
411972_ks,21.05.2022,2320,60.76
4111463_ks,21.05.2022,2323,67.20
411407_ks,21.05.2022,2327,58.37
411268_ks,21.05.2022,2332,72.40
411150,23.05.2022,3581,137.90
4111671,23.05.2022,3583,40.26
411106,23.05.2022,3587,64.04
411188,23.05.2022,3589,6.00
411248,23.05.2022,3590,120.00
411248,23.05.2022,3596,29.90
411863,23.05.2022,3592,119.00
411863,23.05.2022,3612,12.65
411011,23.05.2022,3593,33.50
411868,23.05.2022,3595,82.68
4111271,23.05.2022,3599,31.90
411207,23.05.2022,3601,246.72
411207,23.05.2022,3610,10.50
411183,24.05.2022,3620,112.30
411183,24.05.2022,3631,14.00
411463,24.05.2022,3618,77.12
411193,24.05.2022,3621,52.90
411193,24.05.2022,3623,6.60
411193,24.05.2022,3628,12.00
411193,24.05.2022,3632,36.30
4111541,24.05.2022,3624,123.70
4111541,24.05.2022,3626,8.00
411106,24.05.2022,3627,69.82
4111823,24.05.2022,3629,18.60
411336,24.05.2022,3636,48.84
411977,24.05.2022,3637,23.40
411853,24.05.2022,3640,5.88
411013,24.05.2022,3641,22.80
411321,24.05.2022,3643,49.00
411207,24.05.2022,3644,160.80
411207,24.05.2022,3651,14.50
411868,24.05.2022,3646,9.00
411248,24.05.2022,3649,34.30
411836_ks,23.05.2022,2333,22.00
411039_ks,23.05.2022,2337,897.00
4111051_ks,23.05.2022,2339,40.00
411340_ks,23.05.2022,2344,32.50
411780_ks,23.05.2022,2354,72.50
411836_ks,23.05.2022,2357,128.00
4111012_ks,23.05.2022,2362,20.00
4111356_ks,24.05.2022,2363,50.00
4111454_ks,24.05.2022,2364,72.00
411216_ks,24.05.2022,2381,134.40
411836_ks,24.05.2022,2390,64.00
411734,25.05.2022,3654,8.00
4112006,25.05.2022,3658,12.50
411336,25.05.2022,3659,61.50
411336,25.05.2022,3665,154.52
411013,25.05.2022,3660,33.00
411196,25.05.2022,3661,104.00
411196,25.05.2022,3662,11.60
411207,25.05.2022,3663,99.50
411207,25.05.2022,3664,14.00
411977,25.05.2022,3666,94.35
411863,25.05.2022,3648,197.70
411321,26.05.2022,3668,3.80
411321,26.05.2022,3676,14.00
411863,26.05.2022,3669,51.70
411863,26.05.2022,3678,49.00
411013,26.05.2022,3670,34.80
411013,26.05.2022,3701,36.00
411188,26.05.2022,3672,4.20
411188,26.05.2022,3684,13.63
4111671,26.05.2022,3673,3.84
4111402,26.05.2022,3674,133.20
4111402,26.05.2022,3677,41.00
4111402,26.05.2022,3696,40.40
4112006,26.05.2022,3675,6.00
411014,26.05.2022,3679,171.05
411336,26.05.2022,3687,60.96
411336,26.05.2022,3688,424.40
411336,26.05.2022,3689,-5.30
411110,26.05.2022,3671,66.72
411207,26.05.2022,3690,189.45
411177,26.05.2022,3702,24.48
411836_ks,25.05.2022,2396,204.90
411780_ks,25.05.2022,2401,90.00
411428_ks,25.05.2022,2402,18.00
4111276_ks,25.05.2022,2404,100.00
4111356_ks,25.05.2022,2403,11.70
4111356_ks,25.05.2022,2405,138.10
411216_ks,26.05.2022,2415,45.84
411216_ks,26.05.2022,2429,15.60
411977,27.05.2022,3704,54.20
411977,27.05.2022,3716,23.80
411977,27.05.2022,3721,61.20
4111799,28.05.2022,3745,216.00
4111024,27.05.2022,3705,144.58
411734,27.05.2022,3709,32.00
411321,27.05.2022,3710,16.10
411188,27.05.2022,3711,67.80
4111734,27.05.2022,3713,41.00
4111238,27.05.2022,3718,230.64
411196,27.05.2022,3725,30.00
411193,27.05.2022,3728,52.00
411193,27.05.2022,3738,9.00
411211,27.05.2022,3729,654.56
411216,27.05.2022,3731,15.60
411072,27.05.2022,3732,19.20
4111789,27.05.2022,3734,20.00
411550,27.05.2022,3735,9.60
411207,27.05.2022,3737,96.00
411428_ks,27.05.2022,2425,128.00
411836_ks,27.05.2022,2430,63.00
4111356_ks,27.05.2022,2431,14.00
411780_ks,27.05.2022,2441,276.00
4111021_ks,27.05.2022,2443,223.32
411780_ks,27.05.2022,2444,21.00
4111823,26.05.2022,3629,-110.66
411291,28.05.2022,3754,82.80
411291,28.05.2022,3767,38.40
411291,30.05.2022,3778,25.80
411248,28.05.2022,3747,78.50
411248,28.05.2022,3757,75.00
4111799,28.05.2022,3750,354.12
4111717,28.05.2022,3758,3.96
4111789,28.05.2022,3771,40.00
4111789,28.05.2022,3771,7.44
4111238,28.05.2022,3740,36.00
411734,28.05.2022,3744,12.00
411734,28.05.2022,3753,42.80
411072,28.05.2022,3746,57.60
411977,28.05.2022,3752,15.00
411977,28.05.2022,3761,9.30
411336,28.05.2022,3749,26.40
411336,28.05.2022,3748,11.16
411196,28.05.2022,3755,53.00
411188,28.05.2022,3756,28.56
411237,28.05.2022,3759,78.30
411207,28.05.2022,3765,147.10
411106,28.05.2022,3766,33.60
411074,28.05.2022,3768,33.00
411013,28.05.2022,3772,4.00
411042,28.05.2022,3773,40.00
411863,28.05.2022,3774,9.90
4112006,28.05.2022,3775,84.60
411321,28.05.2022,3776,31.30
4111590_ks,28.05.2022,2440,25.00
411782_ks,28.05.2022,2454,296.00
411972_ks,28.05.2022,2456,20.04
411439_ks,28.05.2022,2469,21.24
411183,30.05.2022,3779,22.00
411110,30.05.2022,3781,26.40
411110,30.05.2022,3783,74.88
411072,30.05.2022,3782,8.00
411013,30.05.2022,3784,34.80
411291,30.05.2022,3785,43.40
411590,30.05.2022,3786,60.86
411660,30.05.2022,3789,40.00
411253,30.05.2022,3799,105.60
411863,30.05.2022,3800,67.28
411377,30.05.2022,3811,25.30
411248,30.05.2022,3801,58.90
411193,30.05.2022,3803,7.50
411207,30.05.2022,3805,242.28
411027,30.05.2022,3807,28.50
411559,30.05.2022,3810,41.32
411321,30.05.2022,3812,10.50
4111671,31.05.2022,3832,82.98
411836_ks,30.05.2022,2473,10.00
4111253_ks,30.05.2022,2474,6.00
411268_ks,30.05.2022,2475,67.50
411780_ks,30.05.2022,2476,55.50
4111648_ks,30.05.2022,2480,333.50
4111154_ks,30.05.2022,2492,88.00
411836_ks,30.05.2022,2493,91.50
411963_ks,30.05.2022,2495,43.00
411428_ks,30.05.2022,2496,12.00
411237,31.05.2022,3844,20.56
411336,31.05.2022,3813,5.88
411336,31.05.2022,3846,13.20
411377,31.05.2022,3815,33.10
411977,31.05.2022,3818,-9.30
411863,31.05.2022,3819,71.72
411863,31.05.2022,3822,23.76
4111651,31.05.2022,3824,176.10
411734,31.05.2022,3828,29.50
411868,31.05.2022,3831,26.40
4111271,31.05.2022,3833,57.53
411207,31.05.2022,3834,115.60
411018,31.05.2022,3836,17.16
4111797,31.05.2022,3839,193.30
411074,31.05.2022,3847,28.00
4111454_ks,31.05.2022,2497,85.50
411836_ks,31.05.2022,2505,20.00
411391_ks,31.05.2022,2508,540.00
4111232_ks,31.05.2022,2515,31.00
411268_ks,31.05.2022,2516,48.00
411177,01.06.2022,3858,21.12
411177,01.06.2022,3860,38.76
411207,01.06.2022,3848,101.60
411207,01.06.2022,3871,131.00
411074,01.06.2022,3850,4.25
411824,01.06.2022,3853,79.88
411031,01.06.2022,3854,290.50
411031,01.06.2022,3865,86.90
411031,01.06.2022,3867,85.00
411977,01.06.2022,3856,28.00
411868,01.06.2022,3857,204.00
411321,01.06.2022,3859,49.00
411321,01.06.2022,3863,220.00
4111402,01.06.2022,3864,35.30
411863,01.06.2022,3866,33.00
4111271,01.06.2022,3870,37.08
411291,01.06.2022,3872,60.00
411447,01.06.2022,3876,49.59
411525_ks,01.06.2022,2533,257.00
411193,02.06.2022,3879,6.00
411248,02.06.2022,3880,127.20
4111068,02.06.2022,3881,27.50
411074,02.06.2022,3884,50.50
411321,02.06.2022,3886,15.40
411734,02.06.2022,3887,4.60
411660,02.06.2022,3891,17.30
411660,02.06.2022,3892,96.50
411014,02.06.2022,3893,160.50
411050,02.06.2022,3899,44.00
4111395,02.06.2022,3902,24.64
411237,02.06.2022,3903,42.00
411780_ks,02.06.2022,2541,22.50
411905_ks,02.06.2022,2543,115.00
411905_ks,02.06.2022,2545,6.00
411343_ks,02.06.2022,2546,26.00
411934_ks,02.06.2022,2547,22.00
411398_ks,02.06.2022,2552,44.50
411271_ks,02.06.2022,2556,136.00
411268_ks,02.06.2022,2557,83.50
411734,03.06.2022,3908,18.00
411977,03.06.2022,3912,27.00
411336,03.06.2022,3915,140.84
411106,03.06.2022,3916,77.34
411314,03.06.2022,3918,120.90
411660,03.06.2022,3921,55.80
411193,03.06.2022,3923,9.00
411863,03.06.2022,3927,189.88
411207,03.06.2022,3928,148.45
411083,03.06.2022,3931,12.50
411047,03.06.2022,3932,15.36
411846_ks,03.06.2022,2566,58.50
411934_ks,03.06.2022,2567,18.50
4111678_ks,03.06.2022,2570,56.00
411493_ks,03.06.2022,2571,66.00
411780_ks,03.06.2022,2572,163.50
411271_ks,03.06.2022,2579,32.00
4111602_ks,03.06.2022,2587,15.00
4111797,04.06.2022,3946,53.50
4111797,04.06.2022,3949,8.40
4111271,04.06.2022,3935,72.00
4111271,04.06.2022,3947,46.20
411977,04.06.2022,3936,10.80
411248,04.06.2022,3943,30.00
411188,04.06.2022,3948,62.00
411780_ks,04.06.2022,2588,55.00
411340_ks,04.06.2022,2589,18.50
4111232_ks,04.06.2022,2590,49.00
4111454_ks,04.06.2022,2591,24.00
411188,06.06.2022,3956,25.20
411550,06.06.2022,3950,195.16
4111197,06.06.2022,3952,51.24
411083,06.06.2022,3957,4.67
4111068,06.06.2022,3961,19.00
411336,06.06.2022,3963,273.60
411336,06.06.2022,3966,193.60
411336,06.06.2022,3967,18.00
411336,06.06.2022,3968,82.00
411336,06.06.2022,3989,79.56
4111671,06.06.2022,3969,8.64
411106,06.06.2022,3970,337.56
411106,06.06.2022,3971,81.64
4111799,06.06.2022,3972,221.50
411734,06.06.2022,3975,8.80
411734,06.06.2022,3996,4.30
411064,06.06.2022,3977,6.61
411064,06.06.2022,3993,6.61
411868,06.06.2022,3978,100.56
411868,06.06.2022,3985,9.36
4111271,06.06.2022,3979,70.00
411207,06.06.2022,3980,145.04
411237,06.06.2022,3986,67.60
411863,06.06.2022,3990,149.25
411013,06.06.2022,3995,16.50
411780_ks,06.06.2022,2612,19.50
4111276_ks,06.06.2022,2613,113.00
411836_ks,06.06.2022,2614,22.50
4111232_ks,06.06.2022,2616,31.50
411780_ks,06.06.2022,2620,30.00
411428_ks,06.06.2022,2624,24.00
411836_ks,06.06.2022,2626,22.50
4111356_ks,06.06.2022,2628,75.00
411882_ks,06.06.2022,2634,49.00
411064,07.06.2022,4013,33.60
411064,07.06.2022,4015,7.56
411660,07.06.2022,4001,7.50
411083,07.06.2022,4004,7.50
411177,07.06.2022,4005,192.50
411225,07.06.2022,4007,57.85
4111402,07.06.2022,4012,190.40
411216,07.06.2022,4016,41.75
411863,07.06.2022,4017,80.66
411016,07.06.2022,4020,69.60
411027,07.06.2022,4023,30.00
411248,07.06.2022,4024,34.90
411207,07.06.2022,4025,208.35
411932_ks,07.06.2022,4026,19.00
411188,07.06.2022,4028,42.57
4111197,07.06.2022,4029,6.61
411072,07.06.2022,4030,23.00
411237,07.06.2022,4031,76.30
4111271,07.06.2022,4033,92.40
411780_ks,07.06.2022,2637,49.00
4111154_ks,07.06.2022,2638,28.00
411934_ks,07.06.2022,2640,80.00
411528_ks,07.06.2022,2641,3.00
411780_ks,07.06.2022,2642,114.00
4111463_ks,07.06.2022,2644,128.40
411575_ks,07.06.2022,2645,85.00
411429_ks,07.06.2022,2651,63.50
411282_ks,07.06.2022,2656,28.00
411439_ks,07.06.2022,2657,27.00
411977,04.06.2022,4056,13.40
411196,08.06.2022,4067,103.80
411196,08.06.2022,4068,-8.00
411196,08.06.2022,4069,5.00
411216,08.06.2022,4034,75.84
411013,08.06.2022,4036,6.00
411463,08.06.2022,4039,91.20
411734,08.06.2022,4041,12.00
411016,08.06.2022,4042,35.60
411106,08.06.2022,4047,49.76
411660,08.06.2022,4048,95.00
411660,08.06.2022,4052,15.00
411336,08.06.2022,4049,30.00
411336,08.06.2022,4050,25.00
411321,08.06.2022,4051,15.40
411321,08.06.2022,4063,6.30
411654,08.06.2022,4053,48.20
4111402,08.06.2022,4055,90.40
411207,08.06.2022,4062,212.66
411868,08.06.2022,4064,45.48
411083,08.06.2022,4065,10.00
411083,08.06.2022,4070,24.50
411836_ks,08.06.2022,2658,87.50
411780_ks,08.06.2022,2659,22.00
411282_ks,08.06.2022,2660,82.00
411271_ks,08.06.2022,2661,116.50
411882_ks,08.06.2022,2674,9.00
411377,09.06.2022,4073,12.30
411177,09.06.2022,4074,12.36
411863,09.06.2022,4077,47.00
411863,09.06.2022,4098,45.65
411734,09.06.2022,4078,14.00
411193,09.06.2022,4079,113.10
411083,09.06.2022,4080,13.00
411248,09.06.2022,4085,44.40
411005,09.06.2022,4086,10.00
411015,09.06.2022,4087,143.30
411150,09.06.2022,4088,152.00
4111671,09.06.2022,4090,48.40
411977,09.06.2022,4091,42.70
411188,09.06.2022,4092,13.68
411188,09.06.2022,4095,9.12
411868,09.06.2022,4093,53.12
411207,09.06.2022,4094,85.20
411237,09.06.2022,4097,82.66
4111021_ks,09.06.2022,2678,97.32
411977,10.06.2022,4105,71.28
411110,10.06.2022,4112,62.40
4111154_ks,09.06.2022,2679,35.00
411327_ks,09.06.2022,2683,219.50
411268_ks,09.06.2022,2685,18.00
411428_ks,09.06.2022,2686,62.00
411854_ks,09.06.2022,2688,43.00
411177,10.06.2022,4134,66.55
4112006,10.06.2022,4124,24.30
411336,10.06.2022,4100,166.34
411074,10.06.2022,4101,7.50
4111823,10.06.2022,4103,14.05
411977,10.06.2022,4107,26.30
411977,10.06.2022,4110,15.20
411977,10.06.2022,4114,24.50
411977,10.06.2022,4116,19.50
411291,10.06.2022,4106,29.60
411188,10.06.2022,4109,32.80
411188,10.06.2022,4113,8.40
411188,10.06.2022,4120,30.00
4111265,10.06.2022,4111,49.00
4111402,10.06.2022,4118,51.40
411558,10.06.2022,4119,103.32
411660,10.06.2022,4123,24.50
411590,10.06.2022,4126,130.60
411207,10.06.2022,4127,89.34
411225,10.06.2022,4128,11.34
411225,10.06.2022,4129,172.00
411225,10.06.2022,4130,117.56
411225,10.06.2022,4131,92.96
411863,10.06.2022,4132,9.90
411193,10.06.2022,4133,14.50
411013,10.06.2022,4135,34.80
411419_ks,10.06.2022,2699,70.00
411863,11.06.2022,4136,18.70
411013,11.06.2022,4139,26.00
411248,11.06.2022,4140,77.00
4111068,11.06.2022,4144,38.30
411072,11.06.2022,4146,57.30
411207,11.06.2022,4151,201.45
411207,11.06.2022,4156,216.00
411177,11.06.2022,4152,151.58
411734,11.06.2022,4157,11.50
411780_ks,11.06.2022,2705,72.50
411660_ks,11.06.2022,2706,100.50
411550_ks,11.06.2022,2718,332.40
411177,13.06.2022,4194,71.88
411177,13.06.2022,4194,-223.46
411248,13.06.2022,4188,9.50
4111197,14.06.2022,4203,104.13
411014,14.06.2022,4171,409.56
411018,14.06.2022,4201,-8.16
411558,14.06.2022,4208,-41.16
411558,14.06.2022,4209,21.03
411291,13.06.2022,4192,52.50
411660,13.06.2022,4159,69.60
411660,13.06.2022,4187,101.70
4111906,13.06.2022,4161,164.96
411013,13.06.2022,4170,13.60
411013,13.06.2022,4198,31.50
411321,13.06.2022,4173,38.00
411321,13.06.2022,4197,6.30
411216,13.06.2022,4177,21.60
411188,13.06.2022,4180,28.73
4111799,13.06.2022,4185,470.84
411207,13.06.2022,4186,151.58
4111402,13.06.2022,4191,48.90
4111402,14.06.2022,4221,34.00
411207,14.06.2022,4224,407.25
411207,14.06.2022,4225,57.35
411207,14.06.2022,4238,70.60
4111797,14.06.2022,4202,136.80
411177,14.06.2022,4204,4.80
411853,14.06.2022,4210,137.60
411853,14.06.2022,4211,96.96
411853,14.06.2022,4212,33.48
411977,14.06.2022,4213,24.00
411977,14.06.2022,4230,36.00
411106,14.06.2022,4214,164.36
411868,14.06.2022,4216,279.03
411868,14.06.2022,4226,212.28
411590,14.06.2022,4220,45.85
411221,14.06.2022,4223,24.10
411221,14.06.2022,4235,23.40
411734,14.06.2022,4228,7.20
411237,14.06.2022,4231,38.80
411237,14.06.2022,4233,57.26
4111799,14.06.2022,4237,321.60
4111799,14.06.2022,4239,34.30
411207,15.06.2022,4248,27.25
411207,15.06.2022,4255,204.00
411780_ks,13.06.2022,2721,37.50
4111232_ks,13.06.2022,2722,51.00
411271_ks,13.06.2022,2727,79.00
411777_ks,13.06.2022,2731,54.72
411836_ks,13.06.2022,2734,34.00
411419_ks,13.06.2022,2740,45.50
4111238_ks,13.06.2022,2741,24.00
411340_ks,13.06.2022,2745,123.00
411268_ks,13.06.2022,2746,36.00
4111335_ks,14.06.2022,2758,12.00
411854_ks,14.06.2022,2760,21.00
411836_ks,14.06.2022,2761,46.00
411268_ks,14.06.2022,2764,36.00
411340_ks,14.06.2022,2766,16.00
411207,15.06.2022,4260,-24.19
411452,15.06.2022,4241,178.56
411452,15.06.2022,4242,51.36
411183,15.06.2022,4246,41.10
411225,15.06.2022,4247,33.00
411188,15.06.2022,4252,8.28
411188,15.06.2022,4265,107.02
411336,15.06.2022,4253,9.00
411734,15.06.2022,4256,4.20
411193,15.06.2022,4257,10.00
411196,15.06.2022,4266,78.80
411196,15.06.2022,4270,9.30
411072,15.06.2022,4268,24.40
411863,15.06.2022,4269,50.60
411863,15.06.2022,4275,39.60
411863,15.06.2022,4276,111.20
411868,15.06.2022,4274,-38.00
411550,16.06.2022,4291,-3.68
411836_ks,15.06.2022,2769,57.00
411634_ks,15.06.2022,2776,7.80
411643_ks,15.06.2022,2781,27.36
411377,16.06.2022,4303,-7.20
411188,16.06.2022,4278,8.40
411193,16.06.2022,4279,5.60
411193,16.06.2022,4306,8.00
411977,16.06.2022,4281,35.00
411177,16.06.2022,4282,38.76
411660,16.06.2022,4284,41.40
411216,16.06.2022,4285,92.64
411216,16.06.2022,4286,61.22
411014,16.06.2022,4287,80.90
411248,16.06.2022,4289,34.70
411550,16.06.2022,4292,31.40
411257,16.06.2022,4294,287.64
411207,16.06.2022,4297,225.70
411106,16.06.2022,4300,116.74
411377,16.06.2022,4295,35.30
411177,17.06.2022,4332,46.56
411177,17.06.2022,4343,24.72
411836_ks,16.06.2022,2788,11.00
411780_ks,16.06.2022,2789,14.50
4111232_ks,16.06.2022,2797,35.00
411780_ks,16.06.2022,2802,26.00
411428_ks,16.06.2022,2804,50.00
4111678_ks,16.06.2022,2805,76.00
411905_ks,16.06.2022,2808,85.92
411905_ks,16.06.2022,2809,125.16
411905_ks,16.06.2022,2810,101.76
411346,17.06.2022,4311,58.40
4111271,17.06.2022,4314,34.56
4111271,17.06.2022,4327,8.88
4111271,17.06.2022,4342,8.40
411336,17.06.2022,4316,163.28
411336,17.06.2022,4321,-25.00
411336,17.06.2022,4326,123.00
411031,17.06.2022,4318,96.10
411031,17.06.2022,4338,22.50
411321,17.06.2022,4319,9.60
411321,17.06.2022,4331,5.60
411660,17.06.2022,4322,13.50
411868,17.06.2022,4330,14.88
411074,17.06.2022,4334,27.40
411207,17.06.2022,4336,65.20
411734,17.06.2022,4339,19.00
411734,17.06.2022,4341,7.80
411216,17.06.2022,4346,94.22
411853,17.06.2022,4347,104.80
411343_ks,17.06.2022,2822,30.00
411780_ks,17.06.2022,2823,37.50
411634_ks,17.06.2022,2826,34.92
4111347_ks,17.06.2022,2827,88.20
411836_ks,17.06.2022,2828,59.50
411268_ks,17.06.2022,2829,51.00
4111471_ks,17.06.2022,2830,18.00
411083,18.06.2022,4352,10.00
411083,18.06.2022,4370,8.50
411016,18.06.2022,4355,13.60
411824,18.06.2022,4356,30.60
411590,18.06.2022,4357,46.00
411188,18.06.2022,4359,18.72
411221,18.06.2022,4361,8.68
411237,18.06.2022,4365,111.30
411248,18.06.2022,4369,32.80
411734,18.06.2022,4372,6.80
411336,18.06.2022,4375,57.52
4112006,20.06.2022,4381,111.60
411248,20.06.2022,4382,5.00
411016,20.06.2022,4383,55.90
411977,20.06.2022,4384,219.30
411977,20.06.2022,4385,7.50
411977,20.06.2022,4410,89.00
411196,20.06.2022,4387,6.56
411013,20.06.2022,4414,17.00
411013,20.06.2022,4419,8.60
411868,20.06.2022,4391,42.36
411868,20.06.2022,4396,216.00
411150,20.06.2022,4397,111.50
411336,20.06.2022,4399,52.00
411734,20.06.2022,4401,5.30
411734,20.06.2022,4409,14.00
411177,20.06.2022,4403,42.48
411207,20.06.2022,4404,86.80
